SaintEtienne,Lyon,1,0,-43.6636734781646,,128.566714257137,3.55,3.85,2.15,1,,0.231028977819971,0.471923700934845,0.297047321245185,,0.820152871260896,1.81690624859915,0.638651740677147,,,,,,,,,,06/10/2019,20:00,,,,,,,,,,,,,,,3.35,3.67,2.08
Nice,PSG,1,4,-155.132163617437,,128.566714257137,8.5,4.8,1.47,3,,0.160713171396055,0.446748670538956,0.392538158064989,,1.36606195686647,2.14439361858699,0.577031092355533,,,,,,,,,,18/10/2019,19:45,,,,,,,,,,,,,,,7.68,4.57,1.43
Lyon,Dijon,0,0,265.789533341068,,128.566714257137,1.4,5.56,10,2,,0.419234602415355,0.489986837966838,0.090778559617807,,0.586928443381497,2.72432681909562,0.907785596178073,,,,,,,,,,19/10/2019,16:30,,,,,,,,,,,,,,,1.36,5.26,8.23
Angers,Brest,0,1,122.748128303263,,128.566714257137,1.68,3.85,6.55,3,,0.343594287686314,0.486903405030581,0.169502307283105,,0.577238403313008,1.87457810936774,1.11024011270434,,,,,,,,,,19/10/2019,19:00,,,,,,,,,,,,,,,1.63,3.69,6.03
Metz,Nantes,1,0,28.4820724468459,,128.566714257137,2.82,3.14,2.9,1,,0.280941626194892,0.480600915338732,0.238457458466376,,0.792255385869596,1.50908687416362,0.69152662955249,,,,,,,,,,19/10/2019,19:00,,,,,,,,,,,,,,,2.73,3.03,2.83
Nimes,Amiens,1,1,133.301105205476,,128.566714257137,2.1,3.44,4.1,2,,0.350106859995607,0.487357780045846,0.162535359958547,,0.735224405990775,1.67651076335771,0.666394975830041,,,,,,,,,,19/10/2019,19:00,,,,,,,,,,,,,,,2.04,3.34,3.85
Reims,Montpellier,1,0,49.3414805174334,,128.566714257137,2.27,3.1,4.2,1,,0.29530920936073,0.482399068940213,0.222291721699057,,0.670351905248858,1.49543711371466,0.93362523113604,,,,,,,,,,19/10/2019,19:00,,,,,,,,,,,,,,,2.2,2.97,3.85
Toulouse,Lille,2,1,-34.8284270314884,,128.566714257137,3.6,3.43,2.25,1,,0.237070408814322,0.473229643887373,0.289699947298304,,0.853453471731561,1.62317767853369,0.651824881421185,,,,,,,,,,19/10/2019,19:00,,,,,,,,,,,,,,,3.47,3.31,2.18
Bordeaux,SaintEtienne,0,1,6.88642669611136,,128.566714257137,2.35,3.36,3.5,3,,0.26594895106623,0.478438474142296,0.255612574791474,,0.62498003500564,1.60755327311812,0.894644011770159,,,,,,,,,,20/10/2019,14:00,,,,,,,,,,,,,,,2.28,3.23,3.31
Monaco,Rennes,3,2,63.22553764126,,95.468778638084,1.9,3.92,4.7,1,,0.304760604815355,0.483454499835471,0.211784895349175,,0.579045149149174,1.89514163935505,0.995389008141121,,,,,,,,,,20/10/2019,16:00,,,,,,,,,,,,,,,1.81,3.72,4.42
Marseille,Strasbourg,2,0,221.006008081059,,95.468778638084,1.9,3.6,5.05,1,,0.398624186175324,0.489676983485165,0.111698830339511,,0.757385953733115,1.76283714054659,0.564079093214533,,,,,,,,,,20/10/2019,20:00,,,,,,,,,,,,,,,1.85,3.44,4.6
